标题,品牌,车型,款式,车年份,购车时间,售价,首付,里程,城市
红旗HS5 2019款 2.0T 手自一体 四驱 智联旗领版,红旗,红旗HS5,智联旗领版,2019,2021,13.4,2.68万,1.79万公里,南京
现代悦纳 2016款 1.4L 自动炫酷版GLS,现代,现代悦纳,自动炫酷版GLS,2016,2018,4.6,0.92万,6.11万公里,沈阳
特斯拉Model Y 2021款 标准续航后轮驱动版,特斯拉,特斯拉Model,标准续航后轮驱动版,2021,2021,20.8,4.16万,2.90万公里,沈阳
大众途观 2015款 1.8TSI 手自一体 四驱 豪华版,大众,大众途观,豪华版,2015,2015,7.88,1.58万,10.00万公里,北京
长安UNI-T 2023款 第二代 1.5T 尊贵型,长安,长安UNI-T,1.5T,2023,2023,9.88,1.98万,0.77万公里,许昌
特斯拉Model Y 2021款 615km Performance高性能全轮驱动版,特斯拉,特斯拉Model,Performance高性能全轮驱动版,2021,2022,25.5,5.10万,4.30万公里,沈阳
日产奇骏 2019款 2.0L CVT 两驱 智联舒适版 7座,日产,日产奇骏,7座,2019,2019,11.49,2.30万,7.93万公里,乌鲁木齐
吉利汽车吉利博越 2016款 1.8T 手自一体 两驱 智尊版,吉利汽车,吉利汽车吉利博越,智尊版,2016,2016,3.8,0.76万,9.31万公里,济南
丰田凯美瑞 2018款 2.5G 豪华版,丰田,丰田凯美瑞,豪华版,2018,2018,13.05,2.61万,3.86万公里,西安
丰田卡罗拉 2021款 1.2T S-CVT 先锋版,丰田,丰田卡罗拉,先锋版,2021,2020,7.15,1.43万,2.22万公里,厦门
吉利汽车吉利ICON 2020款 1.5T 双离合i9 BSG,吉利汽车,吉利汽车吉利ICON,双离合i9,2020,2021,7.24,1.45万,2.07万公里,许昌
哈弗大狗 2021款 1.5T 两驱边牧版,哈弗,哈弗大狗,两驱边牧版,2021,2021,9.3,1.86万,3.38万公里,威海
大众途观L 2022款 380TSI 四驱R-Line越享版,大众,大众途观L,四驱R-Line越享版,2022,2021,17.6,3.52万,2.95万公里,烟台
丰田卡罗拉锐放 2022款 2.0L CVT 精英版,丰田,丰田卡罗拉锐放,精英版,2022,2022,9.1,1.82万,1.67万公里,徐州
福特蒙迪欧 插电混动 2018款 2.0 PHEV 智控旗舰型 国VI,福特,福特蒙迪欧,智控旗舰型,2018,2018,7.55,1.51万,8.83万公里,柳州
特斯拉Model 3 2020款 标准续航后轮驱动升级版,特斯拉,特斯拉Model,标准续航后轮驱动升级版,2020,2020,12.9,2.58万,4.99万公里,上海
大众Polo 2016款 1.4L 自动 风尚版,大众,大众Polo,风尚版,2016,2016,3.9,0.78万,8.74万公里,上海
沃尔沃S60 2022款 B4 智逸豪华版,沃尔沃,沃尔沃S60,智逸豪华版,2022,2021,17.4,3.48万,2.56万公里,福州
大众辉昂 2018款 改款 380TSI 两驱 商务版,大众,大众辉昂,商务版,2018,2018,15.59,3.12万,5.49万公里,苏州
五菱汽车五菱宏光V 2019款 1.5L 手动 劲享版 国VI,五菱汽车,五菱汽车五菱宏光V,国VI,2019,2019,3.58,0.72万,4.00万公里,重庆
本田皓影 2021款 锐·混动 2.0L 两驱 E-CVT 锐·豪华版,本田,本田皓影,锐·豪华版,2021,2022,16.13,3.20万,4.51万公里,宁波
大众宝来 2021款 1.5L 手动舒适智联版,大众,大众宝来,手动舒适智联版,2021,2021,6.8,1.36万,2.12万公里,保定
福特福克斯 2018款 两厢经典 EcoBoost180 手自一体 精英版,福特,福特福克斯,精英版,2018,2019,6.3,1.26万,2.86万公里,贵阳
北京BJ40 2020款 城市猎人版 2.0T 自动四驱侠客版 汽油,北京,北京BJ40,汽油,2020,2021,11.8,2.36万,4.94万公里,保定
北汽昌河M70 2017款 1.5L 手动 航空舱版,北汽昌河,北汽昌河M70,航空舱版,2017,2017,1.42,0.28万,7.16万公里,贵阳
吉利汽车吉利缤越 2020款 PRO 260T 双离合 骑士,吉利汽车,吉利汽车吉利缤越,双离合,2020,2021,5.98,1.20万,3.88万公里,贵阳
现代LAFESTA 菲斯塔 2019款 280TGDi 双离合 智速版 国V,现代,现代LAFESTA,国V,2019,2019,6.96,1.39万,4.68万公里,苏州
奥迪Q5 2017款 Plus 40 TFSI 进取版,奥迪,奥迪Q5,进取版,2017,2018,13.8,2.76万,4.61万公里,合肥
奇瑞瑞虎8 PLUS 2022款 290TGDI 双离合两驱豪享版+,奇瑞,奇瑞瑞虎8,双离合两驱豪享版+,2022,2022,9.38,1.88万,2.77万公里,北京
福特领界 2019款 EcoBoost 145 CVT 铂领版 国VI,福特,福特领界,国VI,2019,2020,7.18,1.44万,3.44万公里,惠州
现代胜达 2020款 380T 两驱旗舰版,现代,现代胜达,两驱旗舰版,2020,2021,13.68,2.74万,4.95万公里,惠州
比亚迪海豚 2021款 401km 骑士版,比亚迪,比亚迪海豚,骑士版,2021,2022,8.57,1.71万,2.02万公里,沈阳
特斯拉Model Y 2021款 标准续航后轮驱动版,特斯拉,特斯拉Model,标准续航后轮驱动版,2021,2021,18.6,3.72万,4.57万公里,中山
奔驰GLB 2023款 GLB 200 动感型,奔驰,奔驰GLB,200,2023,2022,20.88,4.18万,2.69万公里,厦门
长安Lumin 2022款 210km 香甜款,长安,长安Lumin,210km,2022,2023,3.7,0.74万,1.55万公里,济南
名爵MG6 2017款 20T 双离合 精英智联版 国Ⅴ,名爵,名爵MG6,国Ⅴ,2017,2019,4.836,0.97万,4.24万公里,乌鲁木齐
宝马3系GT 2020款 320i M运动套装,宝马,宝马3系GT,320i,2020,2021,20.38,4.08万,3.94万公里,沈阳
长安CS55PLUS 2020款 1.5T 手自一体 炫色型,长安,长安CS55PLUS,手自一体,2020,2020,5.88,1.18万,6.43万公里,许昌
陆风X5 2014款 2.0T 自动 两驱 创享版,陆风,陆风X5,创享版,2014,2015,1.44,0.29万,8.70万公里,福州
奥迪Q3 2017款 35 TFSI 时尚版,奥迪,奥迪Q3,时尚版,2017,2017,9.1,1.82万,7.81万公里,沈阳
吉利汽车吉利帝豪GS 2018款 领潮版 1.4T 双离合 臻尚智联版,吉利汽车,吉利汽车吉利帝豪GS,臻尚智联版,2018,2018,4.95,0.99万,9.18万公里,北京
领克03 2023款 1.5T 双离合两驱劲Pro 5座,领克,领克03,双离合两驱劲Pro,2023,2023,11.7,2.34万,1.26万公里,济南
福特福睿斯 2019款 改款 1.5L 手自一体 悦享型 国VI,福特,福特福睿斯,悦享型,2019,2020,4.8,0.96万,2.94万公里,唐山
长安逸动 2023款 PLUS畅享版 蓝鲸NE 1.4T 尊贵型,长安,长安逸动,尊贵型,2023,2023,6.91,1.38万,0.29万公里,西安
宝马1系 2018款 120i 2.0T 手自一体 设计套装版,宝马,宝马1系,设计套装版,2018,2019,10.1,2.02万,4.99万公里,淄博
奇瑞瑞虎8 PLUS 2021款 290TGDI 双离合两驱豪享版,奇瑞,奇瑞瑞虎8,双离合两驱豪享版,2021,2021,9.68,1.65万,2.14万公里,乌鲁木齐
奥迪A4L 2022款 40 TFSI 时尚动感型,奥迪,奥迪A4L,TFSI,2022,2023,22.6,4.52万,1.58万公里,合肥
奔驰A级 2021款 A 200 L 运动轿车时尚型,奔驰,奔驰A级,L,2021,2021,16.78,3.36万,2.49万公里,沈阳
奥迪A6L 2012款 TFSI 标准型,奥迪,奥迪A6L,TFSI,2012,2013,8.98,1.80万,11.72万公里,洛阳
长安欧尚CX70 2016款 1.6L 手动 豪华版,长安欧尚,长安欧尚CX70,豪华版,2016,2017,2.7,0.54万,1.74万公里,淄博
大众夏朗 2013款 2.0TSI 豪华型,大众,大众夏朗,2.0TSI,2013,2018,9.1,1.82万,8.26万公里,南宁
丰田普拉多(进口) 2010款 自动豪华版,丰田,丰田普拉多(进口),自动豪华版,2010,2010,16.9,3.38万,13.11万公里,沈阳
大众途观L 2021款 330TSI 双离合 两驱 R-Line旗舰版,大众,大众途观L,R-Line旗舰版,2021,2021,14.8,2.96万,5.49万公里,大同
日产天籁 2016款 2.0XL  改款 舒适版,日产,日产天籁,舒适版,2016,2017,7.1,1.42万,8.23万公里,沈阳
本田雅阁 2022款 混动 2.0L E-CVT 锐领版,本田,本田雅阁,锐领版,2022,2023,16.9,3.38万,1.06万公里,成都
奔驰E级 2020款 改款 E 300 L 殊享版,奔驰,奔驰E级,殊享版,2020,2020,33.98,6.80万,2.94万公里,石家庄
吉利汽车吉利星瑞 2021款 改款 2.0TD 尊贵型(无透镜),吉利汽车,吉利汽车吉利星瑞,2.0TD,2021,2021,8.5,1.70万,4.29万公里,合肥
大众朗逸 2021款 280TSI 双离合 舒适版,大众,大众朗逸,舒适版,2021,2021,8.0,1.60万,2.64万公里,宁波
奔驰A级 2019款 改款 A 180 L 运动轿车,奔驰,奔驰A级,L,2019,2019,11.98,2.40万,6.39万公里,佛山
埃安AION Y 2021款 70 智领版,埃安,埃安AION,智领版,2021,2021,8.88,1.78万,4.56万公里,北京
奔驰E级(进口) 2010款 E 300 优雅型 豪华版,奔驰,奔驰E级(进口),豪华版,2010,2010,6.0,1.20万,15.81万公里,济南
比亚迪元PLUS 2022款 430KM 豪华型,比亚迪,比亚迪元PLUS,430KM,2022,2022,9.0,1.80万,2.18万公里,绍兴
雪佛兰科鲁泽 2020款 轻混 RS 330T 手自一体 畅快版,雪佛兰,雪佛兰科鲁泽,畅快版,2020,2020,4.7,0.94万,2.81万公里,西宁
奔驰C级 2015款 C 180 L,奔驰,奔驰C级,180,2015,2015,11.88,2.38万,11.27万公里,许昌
别克GL8 2021款 ES陆尊 653T 豪华型,别克,别克GL8,653T,2021,2021,27.38,5.48万,6.95万公里,淄博
林肯冒险家 2022款 2.0T 两驱尊雅版,林肯,林肯冒险家,两驱尊雅版,2022,2021,17.25,3.45万,5.73万公里,合肥
长安逸达 2023款 1.5T 旗舰型,长安,长安逸达,1.5T,2023,2023,8.78,1.76万,0.36万公里,赤峰
宝马3系 2014款 320i 2.0T 手自一体 进取型,宝马,宝马3系,手自一体,2014,2014,7.0,1.40万,14.42万公里,济南
长安CS75 2020款 280T 双离合 两驱 豪华型 国VI,长安,长安CS75,豪华型,2020,2020,6.3,1.26万,4.04万公里,北京
哈弗M6 2019款 1.5T 手动 精英型 国V,哈弗,哈弗M6,精英型,2019,2019,4.78,0.96万,2.74万公里,南宁
大众途观L 2022款 330TSI 两驱R-Line越享版,大众,大众途观L,两驱R-Line越享版,2022,2022,16.9,3.38万,5.03万公里,大同
MINI 2022款 1.5T ONE PLUS 五门版,MINI,MINI,五门版,2022,2022,14.98,3.00万,1.00万公里,青岛
现代ix25 2015款 1.6L GLS 自动智能型,现代,现代ix25,GLS,2015,2017,5.78,1.16万,7.87万公里,许昌
大众迈腾 2020款 380TSI 豪华型,大众,大众迈腾,380TSI,2020,2022,18.0,3.60万,1.69万公里,徐州
北京BJ40 2020款 城市猎人版 2.0T 自动四驱至尊版 汽油,北京,北京BJ40,汽油,2020,2021,11.4,2.28万,6.33万公里,兰州
林肯Z 2022款 2.0T i酷 百周年限量版,林肯,林肯Z,百周年限量版,2022,2023,25.88,4.54万,0.31万公里,苏州
大众探影 2020款 1.5L 手自一体 尚,大众,大众探影,手自一体,2020,2020,6.8,1.36万,5.82万公里,重庆
丰田凯美瑞 2019款 改款 2.5G 豪华版,丰田,丰田凯美瑞,豪华版,2019,2020,15.48,2.70万,7.66万公里,苏州
别克君威 2020款 552T 精英型,别克,别克君威,552T,2020,2021,11.33,2.00万,3.96万公里,苏州
别克君威 2020款 552T 精英型,别克,别克君威,552T,2020,2021,10.6,1.94万,6.28万公里,苏州
宝骏560 2016款 1.5T 手动 精英版,宝骏,宝骏560,精英版,2016,2017,3.34,0.52万,7.11万公里,苏州
别克GL8 2021款 陆上公务舱 652T 尊贵型,别克,别克GL8,652T,2021,2021,20.88,4.00万,3.10万公里,苏州
雪佛兰迈锐宝XL 2022款 535T 手自一体 锐动版,雪佛兰,雪佛兰迈锐宝XL,锐动版,2022,2023,11.88,2.16万,0.23万公里,苏州
MINI COUNTRYMAN 2017款 1.5T COOPER ALL4 旅行家形象大使签名限量款,MINI,MINI,ALL4,2017,2018,14.4,2.88万,4.07万公里,呼和浩特
大众ID.3 2022款 Pro 极智版,大众,大众ID.3,极智版,2022,2022,12.88,2.16万,2.58万公里,苏州
零跑汽车零跑T03 2020款 400 豪华版,零跑汽车,零跑汽车零跑T03,豪华版,2020,2020,4.58,0.92万,5.14万公里,苏州
马自达3 昂克赛拉 2019款 云控版 三厢 1.5L 手自一体 豪华型 国VI,马自达,马自达3,国VI,2019,2020,7.76,1.48万,5.58万公里,苏州
东风风行风行T5 2021款 1.5T 自动舒适型 5座,东风风行,东风风行风行T5,自动舒适型,2021,2022,5.68,1.08万,0.46万公里,苏州
现代名图 2017款 1.8L 手自一体 尊贵版 国V,现代,现代名图,国V,2017,2019,7.38,1.48万,9.33万公里,苏州
福特蒙迪欧 2018款 EcoBoost 180 智控时尚型 国VI,福特,福特蒙迪欧,智控时尚型,2018,2020,11.97,1.84万,6.19万公里,苏州
哈弗大狗 2021款 1.5T 两驱边牧-旺财版,哈弗,哈弗大狗,两驱边牧-旺财版,2021,2021,8.77,1.75万,2.66万公里,沈阳
长安睿骋CC 2018款 1.5T 手自一体 典雅型星空版 国V,长安,长安睿骋CC,国V,2018,2019,5.58,1.00万,3.59万公里,苏州
现代ix35 2021款 240T GDi 双离合 两驱 领先版GLS,现代,现代ix35,领先版GLS,2021,2022,11.86,2.00万,4.17万公里,苏州
宝马1系 2018款 118i 1.5T 手自一体 运动版,宝马,宝马1系,运动版,2018,2018,9.58,1.74万,4.54万公里,苏州
领克02 2018款 1.5TD 双离合 两驱 耀 国V,领克,领克02,耀,2018,2018,6.8,1.36万,3.94万公里,苏州
大众Polo 2016款 1.6L 自动 舒适版,大众,大众Polo,舒适版,2016,2018,5.79,1.08万,4.88万公里,苏州
丰田威驰 2019款 1.5L CVT 创行版,丰田,丰田威驰,创行版,2019,2020,6.15,1.14万,1.85万公里,苏州
宝马3系 2017款 320Li 2.0T 手自一体 M运动版,宝马,宝马3系,M运动版,2017,2018,14.4,2.88万,8.85万公里,沈阳
日产骐达 2021款 1.6L CVT智行版,日产,日产骐达,CVT智行版,2021,2020,6.99,1.40万,5.74万公里,佛山
别克GL8 2021款 陆上公务舱 652T 舒适型,别克,别克GL8,652T,2021,2020,16.9,3.38万,7.39万公里,沈阳
比亚迪海豚 2021款 405km 时尚版,比亚迪,比亚迪海豚,时尚版,2021,2022,8.48,1.70万,1.46万公里,上海
标致5008 2019款 380THP 精英版 5座,标致,标致5008,5座,2019,2019,9.4,1.88万,8.15万公里,沈阳
奥迪A3 2020款 Limousine 35 TFSI 进取型,奥迪,奥迪A3,TFSI,2020,2021,12.78,2.00万,4.12万公里,武汉
雪佛兰迈锐宝XL 2022款 Redline 550T 手自一体 锐动版,雪佛兰,雪佛兰迈锐宝XL,锐动版,2022,2023,12.58,2.52万,2.45万公里,贵阳
长城风骏5 2017款 风骏5 2.0T欧洲版柴油四驱进取型大双排GW4D20E,长城,长城风骏5,2.0T欧洲版柴油四驱进取型大双排GW4D20E,2017,2020,5.94,1.19万,10.47万公里,赤峰
马自达CX-5 2015款 2.0L 手自一体 四驱 豪华版,马自达,马自达CX-5,豪华版,2015,2016,8.2,1.64万,6.95万公里,赤峰
大众迈腾 2020款 280TSI 领先型,大众,大众迈腾,280TSI,2020,2020,12.9,2.58万,5.66万公里,邯郸
日产轩逸 2016款 1.6XL CVT 豪华版,日产,日产轩逸,豪华版,2016,2017,5.0,1.00万,7.42万公里,邯郸
丰田威驰 2019款 1.5L CVT 创行版,丰田,丰田威驰,创行版,2019,2019,4.84,0.97万,4.63万公里,潍坊
奔驰GLC 2020款 GLC 260 L 4MATIC 豪华型,奔驰,奔驰GLC,4MATIC,2020,2020,27.98,5.60万,8.26万公里,上海
荣威eRX5 2020款 ePLUS 国潮荣麟豪华版,荣威,荣威eRX5,国潮荣麟豪华版,2020,2021,7.58,1.52万,4.06万公里,上海
哈弗神兽 2022款 1.5T 两驱智享版,哈弗,哈弗神兽,两驱智享版,2022,2022,9.35,1.87万,0.81万公里,佛山
现代领动 2018款 1.6L 手自一体 15周年纪念版,现代,现代领动,15周年纪念版,2018,2019,5.78,1.16万,6.63万公里,许昌
本田LIFE 2021款 1.5L CVT SPO-SS 灵动版,本田,本田LIFE,灵动版,2021,2022,7.1,1.42万,1.87万公里,南昌
别克英朗 2021款 改款 典范 1.5L 自动精英型,别克,别克英朗,1.5L,2021,2022,6.18,1.24万,0.52万公里,宁波
坦克300 2021款 越野版 2.0T 征服者,坦克,坦克300,征服者,2021,2022,16.58,3.32万,5.84万公里,佛山
领克05 2020款 2.0TD 手自一体 两驱 耀Halo,领克,领克05,两驱,2020,2020,11.9,2.38万,6.36万公里,绍兴
丰田卡罗拉 2017款 改款 1.2T CVT GL 国V,丰田,丰田卡罗拉,GL,2017,2017,5.8,1.16万,6.45万公里,沈阳
沃尔沃S90 2020款 改款 T5 智逸豪华版,沃尔沃,沃尔沃S90,智逸豪华版,2020,2020,19.58,3.92万,7.03万公里,菏泽
宝马X1 2020款 sDrive20Li 时尚型,宝马,宝马X1,sDrive20Li,2020,2020,13.9,2.78万,3.27万公里,威海
丰田卡罗拉 2017款 改款 1.2T CVT GL 国V,丰田,丰田卡罗拉,GL,2017,2018,6.2,1.24万,5.57万公里,潍坊
奇瑞新能源奇瑞eQ 2015款 豪华版,奇瑞新能源,奇瑞新能源奇瑞eQ,豪华版,2015,2016,1.54,0.31万,2.93万公里,临沂
哈弗M6 2018款 1.5T 手动 都市版,哈弗,哈弗M6,都市版,2018,2018,3.7,0.74万,8.16万公里,赤峰
众泰E200 2016款 E200,众泰,众泰E200,2016款,2016,2017,1.4,0.28万,3.06万公里,惠州
标致408 2016款 1.6THP 手自一体 豪华版,标致,标致408,豪华版,2016,2017,4.58,0.92万,8.72万公里,济南
吉利汽车吉利帝豪GS 2016款 优雅版 1.3T 双离合 领尚版,吉利汽车,吉利汽车吉利帝豪GS,领尚版,2016,2018,4.58,0.92万,4.43万公里,合肥
丰田卡罗拉 2017款 改款 1.2T CVT GL 国V,丰田,丰田卡罗拉,GL,2017,2017,5.2,1.04万,8.30万公里,佛山
宝马3系 2022款 改款 325Li M运动套装,宝马,宝马3系,325Li,2022,2022,24.4,4.88万,2.78万公里,郑州
小鹏G9 2024款 650 四驱高性能Max,小鹏,小鹏G9,650,2024,2024,33.6,6.72万,0.01万公里,昆明
日产奇骏 2023款 e-POWER 四驱豪华版 5座,日产,日产奇骏,5座,2023,2023,16.8,3.36万,2.17万公里,赤峰
大众途安L 2021款 280TSI 风尚版 7座,大众,大众途安L,7座,2021,2021,10.278,2.06万,4.97万公里,潍坊
大众帕萨特 2019款 280TSI 双离合 精英版 国VI,大众,大众帕萨特,国VI,2019,2019,10.5,2.10万,7.41万公里,济宁
福特福克斯 2012款 两厢 1.6L 自动 风尚型,福特,福特福克斯,自动,2012,2013,3.3,0.66万,8.16万公里,襄阳
本田皓影 2020款 240TURBO CVT 两驱 精英版,本田,本田皓影,精英版,2020,2021,13.86,2.77万,3.67万公里,银川
广汽传祺传祺GS8 2019款 390T 两驱 豪华智联版 7座,广汽传祺,广汽传祺传祺GS8,7座,2019,2019,9.3,1.86万,7.64万公里,银川
福特翼虎 2015款 1.5 GTDi 自动 两驱 风尚型,福特,福特翼虎,两驱,2015,2015,4.98,1.00万,7.37万公里,上海
本田皓影 2020款 240TURBO CVT 两驱 精英版,本田,本田皓影,精英版,2020,2020,12.9,2.58万,4.61万公里,银川
丰田凯美瑞 2016款 10周年纪念版 2.0G D-4S 领先版,丰田,丰田凯美瑞,领先版,2016,2017,9.4,1.88万,7.18万公里,天津
日产奇骏 2019款 2.0L CVT 两驱 智联舒适版 5座,日产,日产奇骏,5座,2019,2019,10.0,2.00万,5.45万公里,北京
广汽传祺传祺GS8 2017款 320T 两驱 豪华智联版 7座,广汽传祺,广汽传祺传祺GS8,7座,2017,2018,7.4,1.48万,9.06万公里,北京
奔驰E级 2021款 E 260 L,奔驰,奔驰E级,260,2021,2021,31.8,6.36万,7.88万公里,沧州
大众Polo 2019款 Plus 1.5L 手自一体 炫彩科技版,大众,大众Polo,炫彩科技版,2019,2019,6.58,1.32万,6.55万公里,上海
红旗H7 2018款 35T 精英版,红旗,红旗H7,精英版,2018,2019,7.5,1.50万,3.69万公里,西安
别克GL8 2018款 ES 28T 舒适版 国VI,别克,别克GL8,国VI,2018,2019,17.4,3.48万,4.78万公里,淄博
比亚迪秦 2019款 1.5L CVT 豪华型,比亚迪,比亚迪秦,CVT,2019,2020,4.53,0.91万,5.08万公里,南宁
特斯拉Model 3 2020款 改款 标准续航后轮驱动升级版,特斯拉,特斯拉Model,标准续航后轮驱动升级版,2020,2021,16.98,3.40万,3.67万公里,上海
大众Polo 2016款 1.6L 自动 舒适版,大众,大众Polo,舒适版,2016,2018,5.49,1.10万,4.52万公里,上海
东风风行风行T5 2022款 盛世款 1.6L 手动筑梦版 5座,东风风行,东风风行风行T5,5座,2022,2022,4.58,0.92万,2.33万公里,乌鲁木齐
东风风神奕炫 2021款 230T 双离合追梦版,东风风神,东风风神奕炫,双离合追梦版,2021,2021,5.0,1.00万,2.10万公里,唐山
哈弗H6 2020款 1.5GDIT 双离合 铂金冠军版,哈弗,哈弗H6,铂金冠军版,2020,2019,6.1,1.22万,6.94万公里,惠州
大众帕萨特 2019款 280TSI 双离合 商务版 国VI,大众,大众帕萨特,国VI,2019,2019,10.1,2.02万,2.51万公里,贵阳
铃木维特拉 2016款 1.4T 手动 两驱 精英版,铃木,铃木维特拉,精英版,2016,2016,4.98,1.00万,5.58万公里,沈阳
广汽传祺传祺GS4 2022款 270T 自动智行旗舰版,广汽传祺,广汽传祺传祺GS4,自动智行旗舰版,2022,2021,8.3,1.66万,1.99万公里,郑州
广汽传祺传祺M8 2023款 宗师系列 双擎 2.0T 御尊版 7座,广汽传祺,广汽传祺传祺M8,7座,2023,2022,28.28,5.66万,4.25万公里,厦门
哈弗H1 2016款 红标 1.5L 手动 舒适版,哈弗,哈弗H1,舒适版,2016,2016,1.84,0.37万,4.52万公里,洛阳
广汽传祺传祺GS8 2017款 320T 两驱 豪华智联版 7座,广汽传祺,广汽传祺传祺GS8,7座,2017,2018,7.7,1.54万,7.72万公里,沈阳
小鹏P7 2020款 670N,小鹏,小鹏P7,2020款,2020,2021,14.8,2.96万,4.48万公里,苏州
凯迪拉克ATS-L 2017款 28T 技术版,凯迪拉克,凯迪拉克ATS-L,技术版,2017,2018,9.9,1.98万,5.13万公里,石家庄
奥迪Q2L 2020款 35 TFSI 进取动感型,奥迪,奥迪Q2L,TFSI,2020,2020,11.28,2.26万,2.48万公里,厦门
